Tree_Units,Cool_Roof_Units,Water_Units,Final_Temperature,Total_Cost,Temperature_Reduction
24.45881035188704,49.97424113362145,0.07534010624896537,23.233589266570917,27410.027781652363,27.281949601029126
47.645344337709865,17.87628509386068,0.0054437488851255544,21.325626171478802,29199.16706922595,29.18991269612124
40.90571910042732,31.334924682772222,0.04523663365905595,20.626012605627473,29966.428539192966,29.88952626197257
49.89548819514595,19.381813303261204,0.028602445731962467,19.730368822463134,30833.794202881243,30.78517004513691
49.88087577441946,20.864901843301748,0.0313709690818591,19.2905336521343,31278.335862904903,31.225005215465742
49.88256158065284,22.24574283335738,0.0313709690818591,18.87543845200092,31693.431063038282,31.64010041559912
35.165006610183276,49.579512435144125,0.004392538938613355,18.055667800814277,32467.33838298141,32.459871066785766
49.06970807924179,27.812360925741704,0.06949641873507341,17.58137941526857,33052.30336418109,32.93415945233147
47.918637200413656,32.57400740315086,0.03715240201844461,16.754296124833196,33824.4018261982,33.76124274276685
49.77432664759768,32.4825407509002,0.029863754026011213,15.859722315310329,34706.584934133934,34.655816552289714
45.246965018845444,41.04654983556482,0.19171304860725646,15.424720968622069,35416.73008161031,35.090817898977974
49.51179480553688,36.07995478648644,0.026131189133980784,14.914750077578482,35645.21181154933,35.60078879002156
43.089179150216914,48.43855780815086,0.06087876077365628,14.390678941427403,36228.35381948786,36.12485992617264
45.246965018845444,46.52215372536736,0.00097845660060796,13.934627475286632,36582.57476853445,36.58091139231341
44.599997118694226,49.970148278501405,0.0007669701791456242,13.223882248559192,37292.9604683454,37.29165661904085
49.09919580045395,42.917510427195666,0.000980167317199374,13.089903705360612,37427.30144667867,37.42563516223943
49.09919580045395,45.09862196402914,0.000980167317199374,12.435570244310568,38081.634907728716,38.079968623289474
46.81692662816688,49.234746423350636,0.21735588520186422,12.162766918349917,38722.27695409329,38.352771949250126
49.978784697059055,46.03516842754145,0.21076366315164474,11.546985060286765,39326.85203467107,38.96855380731328
49.978784697059055,49.99943837647775,0.2700281990070792,10.31029244692153,40664.294358990555,40.20524642067851
49.998120874040225,49.66212482341493,0.885130496113733,9.909736586664465,42110.52412432892,40.60580228093558
49.99878432409251,49.99502287251393,0.9330454567510742,9.771203478398746,42330.51266567812,40.7443353892013
49.98999837482276,49.99829049005362,1.5475708259524699,9.282995872410602,43863.413399308636,41.23254299518944
49.98999837482276,49.99831964894903,1.8940287434859076,9.005820790715227,44729.56694081086,41.509718076884816
49.99629982453391,49.795226438804754,2.2808873757355235,8.754111123103243,45638.93628324719,41.7614277444968
49.884260707738235,49.97194821068883,2.6115420848356514,8.492590382655756,46462.57002916489,42.02294848494429
49.975979258889346,49.453358883021814,3.3459238092807144,8.014802525824258,48188.806817553006,42.500736341775784
49.99588438421852,49.79540724171166,3.707995811325951,7.612577853916527,49206.553892937634,42.902961013683516
49.97842442083634,49.92694345024979,4.335120654314455,7.080147098655374,50805.09688127924,43.43539176894467
